display_name,unit_price,unit_size,size_format
Plato llano biodegradable Bosque Verde,1.55,15.0,ud
Plato postre biodegradable Bosque Verde,1.45,15.0,ud
Bol biodegradable Bosque Verde,2.00,15.0,ud
Cucharas de plástico Bosque Verde reutilizables,1.55,15.0,ud
Cucharas postre de plástico Bosque Verde reutilizables,1.45,15.0,ud
Tenedores de plástico Bosque Verde reutilizables,1.55,15.0,ud
Cuchillos de plástico Bosque Verde reutilizables,1.55,15.0,ud
Pajitas rectas reutilizables,1.10,30.0,ud
Palillos redondos Bosque Verde,1.25,500.0,ud
Mantel de papel color aleatorio Bosque Verde,2.90,1.0,ud
Mantel de papel blanco Bosque Verde,2.40,1.0,ud
Bandeja de cartón rectangular Bosque Verde,2.35,4.0,ud
Vasos medianos de plástico Bosque Verde reutilizables,1.60,10.0,ud
Velote rojo Roura,1.20,1.0,ud
Pastillas enciende fuegos Encendido,1.05,32.0,ud
Velote blanco Roura,1.20,1.0,ud
Carbón vegetal Bosque Verde,3.90,2.5,kg
Fósforos de madera largos Tres Estrellas,1.20,1.0,ud
Mini mechero Clipper,2.50,3.0,ud
Encendedor cocina largo Polyflame,2.20,1.0,ud
Servilleta papel Bosque Verde,1.25,200.0,ud
Servilleta papel decorada Resistente Bosque Verde,2.20,100.0,ud
Servilleta papel suave Bosque Verde,1.55,100.0,ud
Papel hogar Compacto Absorbente Bosque Verde,2.35,3.0,ud
Papel Multiusos Resistente Bosque Verde,3.65,1.0,ud
Papel cocina Gigante Absorbente Bosque Verde,2.95,1.0,ud
Papel higiénico Doble Rollo Bosque Verde,4.50,1.0,ud
Papel higiénico Doble Rollo Bosque Verde,2.40,1.0,ud
Papel higiénico doble hoja Bosque Verde,2.50,1.0,ud
Papel higiénico Suave Bosque Verde,3.65,1.0,ud
Papel higiénico húmedo WC Bosque Verde,0.80,1.0,ud
Papel higiénico húmedo WC Bosque Verde,1.55,100.0,ud
Pañuelos de papel Extra Suaves Bosque Verde,1.25,200.0,ud
Pañuelos de papel Aloe Vera Bosque Verde,1.60,10.0,ud
Pañuelos de papel Extra Suaves Bosque Verde,1.05,10.0,ud
Pañuelos de papel Mentol Bosque Verde,1.80,10.0,ud
Toallitas Dermo higiene corporal Deliplus tamaño gigantes,4.15,60.0,ud
Toallitas refrescantes Deliplus,0.90,15.0,ud
Toallitas refrescantes Deliplus monodosis,1.00,1.0,ud
Pila alcalina AA LR6 Bosque Verde,1.70,8.0,ud
Pila alcalina AAA LR03 Bosque Verde,1.65,8.0,ud
Bolsa de basura Bosque Verde 30L cubo mediano,1.65,1.0,ud
Bolsa de basura extra Bosque Verde 30L cubo mediano,1.45,1.0,ud
Bolsa de basura grande Bosque Verde 50L cubo grande,2.10,1.0,ud
Bolsa de basura mini Bosque Verde 10L cubo pequeño,1.35,1.0,ud
Bolsa de basura jardín Bosque Verde 100L cubo industrial,2.65,1.0,ud
Bolsa de basura envases Bosque Verde 30L cubo mediano,1.65,1.0,ud
Bolsa de basura compostables Bosque Verde 10L cubo pequeño,2.30,1.0,ud
Bolsa de basura mini Bosque Verde 5L cubo pequeño,1.30,1.0,ud
Bolsa de basura saco Bosque Verde 100L cubo industrial,2.00,1.0,ud
Bolsa de basura cubo alto Bosque Verde 30L cubo mediano,2.75,1.0,ud
Escoba para interiores Bosque Verde,1.80,1.0,ud
Fregona Microfibra Absorbente Bosque Verde,2.80,2.0,ud
Fregona Resistente y Absorbente Bosque Verde,1.75,2.0,ud
Fregona Microfibra Resistente Bosque Verde,3.50,1.0,ud
Escoba Pequeña Bosque Verde,1.70,1.0,ud
Escoba para exteriores Bosque Verde,2.60,1.0,ud
Mopa atrapa polvo Bosque Verde multiusos,4.50,1.0,ud
Gamuzas atrapa polvo Bosque Verde,1.80,30.0,ud
Recambio mopa microfibra pequeño Bosque Verde,4.90,1.0,ud
Toallitas limpiadoras de suelo Bosque Verde,1.60,20.0,ud
Recogedor antivuelco con palo Bosque Verde,1.55,1.0,ud
Palo extensible antideslizante Bosque Verde 88 - 150 cm,2.80,1.0,ud
Palo antideslizante Bosque Verde 140 cm,1.75,1.0,ud
"Cubo de basura mediano 30L Bosque Verde 30,2 x 30,5 x 41,9 cm",8.30,1.0,ud
"Cubo de basura pequeño 10L Bosque Verde 24,1 x 25 x 24,7 cm",7.25,1.0,ud
"Cubo de basura reciclaje 50L o 30L + 10L + 10L Bosque Verde 44,5 x 44,5 x 37 cm",19.00,1.0,ud
"Barreño ovalado 8,7L Bosque Verde",2.20,1.0,ud
Cubo con ruedas 13L Bosque Verde,3.60,1.0,ud
Escurridor para cubo ovalado Bosque Verde escurrebien,2.60,1.0,ud
Pinzas de ropa Bosque Verde,1.50,24.0,ud
Rodillo quitapelusas Bosque Verde,1.75,1.0,ud
Cepillo para lavar con asa Bosque Verde,1.90,1.0,ud
Escobilla para WC Bosque Verde,2.95,1.0,ud
Recambios plumero Bosque Verde,1.85,6.0,ud
Plumero de avestruz extensible Bosque Verde,4.95,1.0,ud
Limpiacristales con mango Bosque Verde,2.60,1.0,ud
Plumero atrapa polvo Bosque Verde,2.00,1.0,ud
Crema de calzado blanco autobrillante Bosque Verde con aplicador,0.95,0.05,l
Crema de calzado marrón autobrillante Bosque Verde con aplicador,0.95,0.05,l
Crema de calzado negro autobrillante Bosque Verde con aplicador,0.95,0.05,l
Esponja de calzado incoloro brillo y protección Yak,1.55,1.0,ud
Desodorante de calzado Bosque Verde,2.95,0.25,l
Maquillaje fluido Cover & Fix Deliplus 01 beige claro,5.50,0.03,l
Maquillaje fluido Cover & Fix Deliplus 02 beige rosado,5.50,0.03,l
Maquillaje fluido Cover & Fix Deliplus 03 beige medio,5.50,0.03,l
Maquillaje fluido Cover & Fix Deliplus 04 dorado,5.50,0.03,l
Maquillaje fluido Cover & Fix Deliplus 05 moka,5.50,0.03,l
Maquillaje fluido Long Lasting Deliplus 01 beige claro,5.50,0.03,l
Maquillaje fluido Long Lasting Deliplus 02 beige claro medio,5.50,0.03,l
Maquillaje fluido Long Lasting Deliplus 03 beige medio,5.50,0.03,l
Maquillaje fluido Long Lasting Deliplus 04 beige dorado,5.50,0.03,l
Maquillaje fluido Hydra-Vital Deliplus 01 beige claro,5.50,0.03,l
Maquillaje fluido Hydra-Vital Deliplus 02 beige rosado,5.50,0.03,l
Maquillaje fluido Hydra-Vital Deliplus 03 beige medio,5.50,0.03,l
Maquillaje fluido Hydra-Vital Deliplus 04 beige medio dorado,5.50,0.03,l
Maquillaje fluido Hydra-Vital Deliplus 05 beige dorado,5.50,0.03,l
Maquillaje fluido Fit Me Maybelline 110 porcelain,7.00,0.03,l
Maquillaje fluido Fit Me Maybelline 115 ivory,7.00,0.03,l
Maquillaje fluido Fit Me Maybelline 118 nude,7.00,0.03,l
Maquillaje fluido Fit Me Maybelline 120 classic ivory,7.00,0.03,l
Maquillaje fluido Fit Me Maybelline 128 warm nude,7.00,0.03,l
Maquillaje fluido Fit Me 130 buff beige,7.00,0.03,l
Maquillaje fluido Fit Me Maybelline 220 natural beige,7.00,0.03,l
Maquillaje fluido Fit Me Maybelline 250 sun beige,7.00,0.03,l
Maquillaje fluido Lasting Finish Rimmel London 100 Ivory,8.95,0.03,l
Maquillaje fluido Lasting Finish Rimmel London 170 Wheat,8.95,0.03,l
Maquillaje fluido Lasting Finish Rimmel London 200 Soft beige,8.95,0.03,l
Maquillaje fluido Lasting Finish Rimmel London 203 True beige,8.95,0.03,l
Maquillaje fluido Lasting Finish Rimmel London 210 Golden beige,8.95,0.03,l
Maquillaje fluido Lasting Finish Rimmel London 303 Honey,8.95,0.03,l
Maquillaje base Compacta Deliplus 01 beige,5.50,0.011,kg
Maquillaje base Compacta Deliplus 02 beige rosado,5.50,0.011,kg
Maquillaje base Compacta Deliplus 03 beige dorado,5.50,0.011,kg
Maquillaje base Compacta Deliplus 04 beige oscuro,5.50,0.011,kg
Pincel iluminador Deliplus 01,5.00,1.0,ud
Pincel iluminador Deliplus 02,5.00,1.0,ud
Corrector Stick Deliplus 01,3.50,0.005,kg
Corrector Stick Deliplus 02,3.50,0.005,kg
Corrector stick Deliplus 03,3.50,0.005,kg
Corrector Cover & Fix Deliplus 01,4.50,0.0045,kg
Corrector Cover & Fix Deliplus 02,4.50,0.0045,kg
Corrector Cover & Fix Deliplus 03,4.50,0.0045,kg
Prebase de maquillaje matificante Primer,5.50,0.025,l
Corrector Hydra-Vital Deliplus 01,4.00,0.01,l
Corrector Hydra-Vital Deliplus 02,4.00,0.01,l
Prebase corrector Primer Deliplus 02 tono melocotón,5.50,0.025,l
Multi corrector Rimmel London 20 fair,6.95,0.01,l
Multi corrector Rimmel London 40 ivory,6.95,0.01,l
Multi corrector Rimmel London 50 sand,6.95,0.01,l
Iluminador facial fluido Highlighter Deliplus 01,5.00,0.012,l
Bronceador facial fluido Bronzer luminoso Deliplus 01,5.00,0.012,l
Colorete compacto Blush Mate Deliplus 02 coral,5.00,0.0055,kg
Colorete compacto Blush Mate Deliplus 03 rojo,5.00,0.0055,kg
Colorete compacto Blush Mate Deliplus 04 coral,5.00,0.0055,kg
Colorete compacto Blush Luminoso Deliplus 01 rosa,5.00,1.0,ud
Colorete compacto Blush Luminoso Deliplus 02 coral,5.00,1.0,ud
Colorete compacto Blush Luminoso Deliplus 03 dorado,5.00,1.0,ud
Colorete compacto Blush Satin Deliplus 02 natural,5.00,1.0,ud
Colorete compacto Blush Satin Deliplus 04 multicolor coral,5.00,1.0,ud
Iluminador facial fluido Highlighter Deliplus 01,5.00,0.012,l
Bronceador facial fluido Bronzer luminoso Deliplus 01,5.00,0.012,l
Colorete fluido Blush luminoso Deliplus 01,5.00,0.012,l
Colorete fluido Blush luminoso Deliplus 02,5.00,0.012,l
Colorete fluido Blush mate Deliplus 01 rosa amarronado,5.00,0.012,l
Colorete fluido Blush mate Deliplus 02 coral,5.00,0.012,l
Colorete fluido Blush mate Deliplus 03 rosa,5.00,0.012,l
Colorete fluido Blush mate Deliplus 04 rojo,5.00,0.012,l
Polvo compacto Sol Deliplus claro,7.50,0.022,kg
Polvo compacto Sol Deliplus oscuro,7.50,0.022,kg
Polvo compacto Matificante Deliplus,5.40,0.009,kg
Polvo suelto Translúcido Deliplus 01,5.50,0.005,kg
Polvo Compacto 24H Long Lasting Deliplus 02 beige rosado,6.00,0.01,kg
Polvo Compacto 24H Long Lasting Deliplus 03 dorado,6.00,0.01,kg
Polvo Compacto 24H Long Lasting Deliplus 04 dorado oscuro,6.00,0.01,kg
Polvo Compacto 24H Long Lasting Deliplus 05 bronceado,6.00,0.01,kg
Polvo compacto perfeccionador efecto seda Deliplus 100 beige claro,6.00,0.01,kg
Polvo compacto perfeccionador efecto seda Deliplus 200 beige rosado,6.00,0.01,kg
Polvo compacto perfeccionador efecto seda Deliplus 210 almendra,6.00,0.01,kg
Polvo compacto perfeccionador efecto seda Deliplus 300 cappuccino,6.00,0.01,kg
Vaselina hidratante Deliplus,2.00,0.1,kg
Vaselina perfumada para labios Deliplus frambuesa,1.60,0.015,kg
Bálsamo reparador labios Deliplus,2.60,0.015,l
Contorno de labios Regen Skin Deliplus,4.50,0.015,l
Pack tratamiento labial Kiss Me,10.00,1.0,ud
Perfilador de labios Long Lasting Deliplus 01 rosa nude,2.50,1.0,ud
Perfilador de labios Long Lasting Deliplus 06 fucsia,2.50,1.0,ud
Perfilador de labios Long Lasting Deliplus 07 rojo,2.50,1.0,ud
Perfilador de labios Long Lasting Deliplus 08 granate,2.50,1.0,ud
Perfilador de labios Long Lasting Deliplus 10 canela,2.50,1.0,ud
Perfilador de labios Long Lasting Deliplus 11 nude,2.50,1.0,ud
Perfilador de labios Long Lasting Deliplus 12 nude beige,2.50,1.0,ud
Perfilador de labios Deliplus 02 marsala,2.50,1.0,ud
Perfilador de labios Deliplus 05 fresa,2.50,1.0,ud
Perfilador de labios Deliplus 06 canela,2.50,1.0,ud
Perfilador de labios Deliplus 08 rojo,2.50,1.0,ud
Perfilador de labios Deliplus 07 cereza,2.50,1.0,ud
Pintalabios Creamy Deliplus 201 nude,4.65,1.0,ud
Pintalabios Creamy Deliplus 202 rosa cálido,4.65,1.0,ud
Pintalabios Creamy Deliplus 204 rosa pétalo,4.65,1.0,ud
Pintalabios Creamy Deliplus 207 ciruela,4.65,1.0,ud
Pintalabios Creamy Deliplus 210 rojo,4.65,1.0,ud
Pintalabios Creamy Deliplus 212 marrón crema,4.65,1.0,ud
Pintalabios Creamy Deliplus 213 marsala,4.65,1.0,ud
Pintalabios Creamy Deliplus 214 nude perlado,3.00,1.0,ud
Pintalabios Creamy Deliplus 215 malva suave,4.65,1.0,ud
Pintalabios Creamy Deliplus 218 granate suave,4.65,1.0,ud
Pintalabios Creamy Deliplus 219 marrón chocolate,4.65,1.0,ud
Bálsamo labial Color Balm Deliplus 06 morado,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 07 nude rosa,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 08 nude beige,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 09 rosa medio perlado,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 10 coral,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 11 rosa,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 12 frambuesa,4.50,1.0,ud
Bálsamo labial Color Balm Deliplus 13 perlado,4.50,1.0,ud
Brillo de labios Volumizer gloss Deliplus 01 transparente,5.00,0.004,l
Brillo de labios Volumizer gloss Deliplus 02 nude,5.00,0.004,l
Brillo de labios Volumizer gloss Deliplus 03 nude rosa,5.00,0.004,l
Brillo de labios Volumizer gloss Deliplus 05 rosa,5.00,0.004,l
Brillo de labios Volumizer gloss Deliplus 06 morado,5.00,0.004,l
Brillo de labios Volumizer gloss Deliplus 07 transparente con destellos,5.00,0.004,l
Brillo de labios Volumizer gloss Deliplus 10 chocolate,5.00,0.004,l
Aceite labial Lip Oil glow bloom Deliplus 01 naranja,4.50,0.006,l
Aceite labial Lip Oil glow bloom Deliplus 02 fucsia,4.50,0.006,l
Pack tratamiento labial Kiss Me,10.00,1.0,ud
Pintalabios mate Deliplus 101 nude,4.50,0.004,kg
Pintalabios Mate Deliplus 102 caramelo,4.50,0.004,kg
Pintalabios Mate Deliplus 107 caldera,4.50,0.004,kg
Pintalabios Mate Deliplus 109 frambuesa,3.00,0.004,kg
Pintalabios Mate Deliplus 111 marrón,4.50,0.004,kg
Pintalabios Mate Deliplus 114 rosa medio,4.50,0.004,kg
Pintalabios mate Deliplus 115 rosa intenso,3.00,0.004,kg
Pintalabios Mate Deliplus 116 rojo intenso,4.50,0.004,kg
Pintalabios fluido mate Superstay Matte Ink Maybelline 15 Lover,8.95,0.005,l
Pintalabios fluido mate Superstay Matte Ink Maybelline 20 Pioneer,8.95,0.005,l
Pintalabios fluido mate Superstay Matte Ink Maybelline 50 Voyager,8.95,0.005,l
Pintalabios fluido mate Superstay Matte Ink Maybelline 65 Seductress,8.95,0.005,l
Pintalabios fluido mate Superstay Matte Ink Maybelline 70 Amazonian,8.95,0.005,l
Pintalabios fluido mate Superstay Matte Ink Maybelline 80 Ruler,8.95,0.005,l
Pintalabios fluido mate Superstay Matte Ink Maybelline 120 Artist,8.95,0.005,l
Pintalabios Fluido Mate Deliplus 01 nude beige,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 02 nude rosado,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 03 terracota,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 05 rojo,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 08 rosa palo,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 11 rosa medio,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 12 fucsia,4.50,0.0055,l
Pintalabios Fluido Mate Deliplus 13 nude beige,4.50,0.0055,l
Pintalabios mate 12h Lasting Lips Deliplus 01 rosa nude,5.00,1.0,ud
Pintalabios mate 12h Lasting Lips Deliplus 02 beige nude,5.00,1.0,ud
Pintalabios mate 12h Lasting Lips Deliplus 03 medio marrón,5.00,1.0,ud
Pintalabios mate 12h Lasting Lips Deliplus 04 rosa medio,5.00,1.0,ud
Pintalabios mate 12h Lasting Lips Deliplus 05 rosa pétalo,5.00,1.0,ud
Pintalabios mate 12h Lasting Lips Deliplus 06 malva,5.00,1.0,ud
Pintalabios mate 12h Lasting Lips Deliplus 08 rojo,5.00,1.0,ud
Perfilador de ojos Waterproof Deliplus 01 negro,2.50,1.0,ud
Perfilador de ojos Waterproof Deliplus 06 marrón,2.50,1.0,ud
Perfilador de ojos Deliplus 01 negro,2.30,1.0,ud
Perfilador de ojos Deliplus 02 marrón,2.30,1.0,ud
Perfilador de ojos Deliplus 03 verde,2.30,1.0,ud
Perfilador de ojos Deliplus 04 azul,2.30,1.0,ud
Perfilador de ojos Deliplus 06 beige,2.30,1.0,ud
Perfilador de ojos Eyeliner waterproof Deliplus negro,3.50,1.0,ud
Delineador de ojos Deliplus,3.75,1.0,ud
Perfilador de ojos Eyeliner Deliplus 02 negro,3.50,1.0,ud
Delineador de ojos Deliplus negro,3.75,1.0,ud
Perfilador de ojos Waterproof Deliplus 07 verde turquesa,2.50,1.0,ud
Perfilador de ojos Waterproof Deliplus 09 azul metalizado,2.50,1.0,ud
Perfilador de ojos Waterproof Deliplus 12 verde oliva,2.50,1.0,ud
Perfilador de ojos Waterproof Deliplus 13 gris,2.50,1.0,ud
Perfilador de ojos Waterproof Deliplus 15 azul,2.50,1.0,ud
Perfilador de ojos Waterproof Deliplus 101 negro,3.25,1.0,ud
Perfilador de ojos Waterproof Deliplus 102 marrón,3.25,1.0,ud
Perfilador de ojos Waterproof Deliplus 103 verde,3.25,1.0,ud
Perfilador de ojos Waterproof Deliplus 104 azul,3.25,1.0,ud
Perfilador de ojos efecto holográfico Mermaid Deliplus morado azulado,3.00,1.0,ud
Máscara de cejas Deliplus marrón,4.00,1.0,ud
Máscara de pestañas y cejas Transparente Deliplus,3.00,0.009,l
Perfilador de cejas Long Lasting Deliplus 01 claro,2.75,1.0,ud
Perfilador de cejas Deliplus 02 marrón medio,2.75,1.0,ud
Perfilador de cejas Long Lasting Deliplus 03 oscuro,2.75,1.0,ud
Perfilador de cejas micro Deliplus 01 claro,3.50,1.0,ud
Perfilador de cejas micro Deliplus 02 oscuro,3.50,1.0,ud
Máscara de pestañas Water Resistant Deliplus negro,3.65,0.01,l
Rizador de pestañas Deliplus,4.50,1.0,ud
Máscara de pestañas Maxi Color Deliplus 02 marrón,3.65,0.0085,l
Máscara de pestañas y cejas Transparente Deliplus,3.00,0.009,l
Máscara de pestañas Volume & Curve XL Deliplus negro,3.65,0.0125,l
Máscara de pestañas Maxi Volume Deliplus negro,3.65,0.0085,l
Máscara de pestañas 4D Volume Deliplus negro,3.65,0.009,l
Máscara de pestañas Long Xtrem Deliplus negro,3.65,0.009,l
Sérum de pestañas SOS cuida y refuerza Deliplus,5.00,0.0085,l
Máscara de pestañas Maxi Curve Deliplus negro,3.65,0.0085,l
Paleta sombras de ojos Nude Deliplus,7.00,0.016,kg
Sombra de ojos Long Lasting Deliplus Multi-Stick 01 iluminador,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 02 rose,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 03 rose oscuro,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 04 borgoña,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 05 champagne,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 06 bronce,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 07 cobre,4.25,1.0,ud
Sombra de ojos Long Lasting Deliplus Multi-Stick 08 chocolate,4.25,1.0,ud
Paleta sombras de ojos Deliplus 10 rosados,4.00,0.004,kg
Paleta sombras de ojos Deliplus 11 verdes,4.00,0.004,kg
Paleta sombras de ojos Deliplus 08 nude,4.00,0.004,kg
Paleta sombras de ojos Sunrise,6.00,0.016,kg
Paleta sombras de ojos Daybreak,6.00,0.016,kg
Paleta sombras de ojos Sunset,6.00,0.016,kg
Sombra de ojos Creamy Deliplus 01 blanco,5.00,0.005,l
Sombra de ojos Creamy Deliplus 02 topper,5.00,0.005,l
Sombra de ojos Creamy Deliplus 03 plata,5.00,0.005,l
Sombra de ojos Creamy Deliplus 04 rose,5.00,0.005,l
Sombra de ojos Creamy Deliplus 05 duochromo,5.00,0.005,l
Sombra de ojos Creamy Deliplus 06 chocolate,5.00,0.005,l
Paleta sombras de ojos Mermaid Deliplus,6.00,1.0,ud
Sacapuntas doble Deliplus lápiz fino y grueso,2.50,1.0,ud
Kit verde de pinceles ojos Deliplus,2.75,4.0,ud
Kit verde de pinceles rostro Deliplus,6.00,3.0,ud
Kit verde de pinceles maquillaje Deliplus,3.00,2.0,ud
Esponja maquillaje Deliplus,3.00,1.0,ud
Kit de esponjas maquillaje Deliplus,4.00,3.0,ud
Preparado de paella y sopa Hacendado ultracongelado,4.10,,kg
Arreglo de marisco pelado,8.50,0.45,kg
Gambón congelado,1084.05,,kg
Gambón grande congelado,19.90,2.0,kg
Alistado mediano Hacendado ultracongelado,22.50,0.5,kg
Langostino cocido,1084.05,,kg
Langostino crudo Hacendado ultracongelado,5.95,,kg
Gamba blanca pequeña Hacendado congelada,1480.05,,kg
Gamba blanca pequeña Hacendado congelada,13.95,1.0,kg
Gamba cocida,6.95,0.3,kg
Gamba pelada cruda tamaño mediano Hacendado ultracongelada,4.95,,kg
Gamba pelada cruda tamaño grande Hacendado ultracongelada,5.95,,kg
Camarón boreal cocido y pelado Royal Greenland ultracongelado,4.25,0.2,kg
Langostino cocido y pelado Hacendado ultracongelado,4.75,,kg
Langostino crudo y pelado Hacendado ultracongelado,3.95,,kg
Cigala cruda mediana Hacendado ultracongelada,10.95,0.4,kg
Cigala cruda grande Hacendado ultracongelado,16.95,0.5,kg
Buey de mar cocido Hacendado congelado,10.96,0.715,kg
Nécora cocida Hacendado congelada,7.50,,kg
Colas de gambón crudo Hacendado congelado,6.55,0.25,kg
Alistado pequeño Hacendado congelado,20.82,1.16,kg
Alistado pequeño congelado,1876.05,,kg
Langostino cocido,6.60,0.6,kg
Salpicón de marisco Hacendado,4.76,0.4,kg
Carne de mejillón de Chile cocido Hacendado ultracongelado,2.35,,kg
Mejillón de Chile entero cocido Hacendado ultracongelado,3.25,0.45,kg
Almeja japonesa,10.80,0.5,kg
Almeja Hacendado congelada,1.70,0.45,kg
Berberechos,5.95,0.5,kg
Navajas,4.50,0.5,kg
Clóchina Valenciana,7.95,1.0,kg
Chirla,4.35,0.5,kg
Cañaílla cocida,5.70,0.5,kg
Palitos de surimi Hacendado,2.00,0.46,kg
Palitos de surimi Hacendado ultracongelados,2.50,0.6,kg
Muslitos de surimi Hacendado ultracongelados,2.60,0.45,kg
Caracoles precocidos Hacendado ultracongelados,3.95,0.35,kg
Delicias del mar de surimi Hacendado,1.95,0.25,kg
Filetes de panga Hacendado ultracongelados,4.80,,kg
Filetes de merluza del Cabo sin piel Hacendado ultracongelados,5.20,,kg
Rodaja de emperador Hacendado ultracongelado,4.47,,kg
Filetes de bacalao MareDeus ultracongelado,6.10,,kg
Medallones de merluza del Cabo Hacendado ultracongelados,4.80,,kg
Filete de salmón rosado salvaje con piel Hacendado ultracongelado,3.88,,kg
Rodajas de merluza del Cabo Hacendado ultracongeladas,5.50,,kg
Rodajas de emperador pequeñas Hacendado ultracongeladas,12.95,,kg
Lomos y centros de merluza del Cabo Hacendado ultracongelados,4.60,0.4,kg
Fritura de pescado Hacendado ultracongelada,5.45,,kg
Porciones de bacalao sin piel MareDeus ultracongeladas,6.50,,kg
Rodaja de tintorera sin piel Hacendado ultracongelada,3.13,,kg
Porciones de merluza del Cabo sin piel Hacendado ultracongeladas,4.60,,kg
Pescadilla de merluza del Cabo sin cabeza Hacendado ultracongelada,5.25,,kg
Cola de rape del Cabo sin piel Hacendado ultracongelada,8.98,,kg
Filetes de merluza del Cabo grandes sin piel Hacendado ultracongelados,10.50,,kg
Merluza del Cabo sin cabeza Hacendado ultracongelada,5.77,,kg
Lomos de salmón sin piel y sin espinas Hacendado congelado,6.50,0.25,kg
Migas de bacalao sin piel MareDeus ultracongeladas,4.40,,kg
Rodajas de atún de aleta amarilla Hacendado congelado,4.38,0.25,kg
Lomo de bacalao MareDeus ultracongelado,7.22,0.39,kg
Lenguado negro limpio Hacendado ultracongelado,7.95,0.4,kg
Ventrescas de merluza del Cabo Vento ultracongeladas,3.20,0.4,kg
Albóndigas de bacalao Camós congeladas,2.10,0.4,kg
Aritos de surimi a la romana Hacendado ultracongelados,2.95,0.6,kg
Merluza empanada pan fino Hacendado ultracongelada,3.95,0.51,kg
Filetes de merluza al huevo Hacendado ultracongelados,5.15,0.6,kg
Varitas de merluza empanadas Hacendado ultracongeladas,3.75,0.4,kg
Empanadillas de atún Hacendado ultracongeladas,2.00,0.5,kg
Palitos de merluza a la romana Hacendado ultracongelados,2.75,0.5,kg
Figuritas de merluza empanadas Hacendado ultracongeladas,3.55,0.5,kg
Chipirones enharinados Hacendado ultracongelado,5.05,0.35,kg
Langostino caballitos rebozados Hacendado ultracongelados,3.25,0.3,kg
Filetes de boquerón en tempura Hacendado ultracongelado,3.75,0.4,kg
Rabas empanadas Hacendado ultracongeladas,4.25,0.5,kg
Anillas de pota a la romana Hacendado ultracongeladas,4.30,0.5,kg
Croquetas de merluza Hacendado ultracongelados,2.10,0.35,kg
Tubo de pota Argentina limpio Hacendado congelado,1.50,,kg
Sepia faraónica limpia Hacendado congelada,5.98,,kg
Huevas de sepia Hacendado congeladas,6.95,0.35,kg
Sepia faraónica troceada limpia Hacendado congelada,5.00,,kg
Calamar troceado limpio Hacendado congelado,4.95,,kg
Rodaja de potón del Pacífico cocido Hacendado congelado,6.05,,kg
Sepia limpia pequeña Hacendado congelada,5.00,,kg
Tinta de sepia Nortindal congelada,2.75,0.032,kg
Anillas de pota Argentina Hacendado congeladas,5.75,,kg
Pulpo crudo Hacendado congelado,17.95,1.0,kg
Puntilla de la Índia Hacendado congelada,4.70,,kg
Calamar patagónico pequeño Hacendado ultracongelado,4.50,,kg
Calamar grande Hacendado congelado,3.50,0.2,kg
Salmón a rodajas,41.23,3.45,kg
Salmón media pieza a rodajas,18.88,1.58,kg
Salmón abierto en libro sin cabeza y sin espina,41.23,3.45,kg
Salmón media pieza abierto en libro sin cabeza y sin espina,18.88,1.58,kg
Salmón sin aletas y sin escamas,41.23,3.45,kg
Salmón media pieza sin aletas y sin escamas,18.88,1.58,kg
Medio salmón,17.81,0.85,kg
Filete de salmón,8.03,0.35,kg
Escalopin de salmón,9.43,0.35,kg
Rodaja de salmón,5.68,0.3,kg
Dorada limpia con cabeza,4.63,0.5,kg
Dorada abierta a la espalda con espinas y con cabeza,4.63,0.5,kg
Dorada a filetes sin cabeza y sin espina,4.63,0.5,kg
Dorada abierta en libro sin cabeza y sin espina,4.63,0.5,kg
Dorada sin limpiar,4.63,0.5,kg
Filetes de dorada,4.60,0.2,kg
Lubina limpia con cabeza,4.53,0.49,kg
Lubina abierta a la espalda con espinas y con cabeza,4.53,0.49,kg
Lubina a filetes sin cabeza y sin espina,4.53,0.49,kg
Lubina abierta en libro sin cabeza y sin espina,4.53,0.49,kg
Lubina sin limpiar,4.53,0.49,kg
Filete de lubina,4.60,0.2,kg
Merluza a rodajas,13.03,1.31,kg
Merluza media pieza a rodajas,7.36,0.74,kg
Merluza abierta en libro sin cabeza y sin espina,13.03,1.31,kg
Merluza media pieza abierta en libro sin cabeza y sin espina,7.36,0.74,kg
Merluza sin aletas y sin escamas,13.03,1.31,kg
Merluza media pieza sin aletas y sin escamas,7.36,0.74,kg
